IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP6;IP_PROP12;IP_PROP5;IC_GROUP0;IC_GROUP1;IC_GROUP2
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/64e/64ecc68720fe0279e493c226d19674ae.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/947/947676eff399ef4c4581c99d7643b9d6.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/781/781340d74784f222913dbf36e1bed5ec.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/8f7/8f7b1e21a546763d39def027430d00d5.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/5ab/5ab0510fd2f77782fd8f9a23cd4b2b9f.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/783/783dac4e1098f7db912975c386d12cbb.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/c15/c157cdc450177a9836f29caae19edbcf.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/76b/76b39adc0e88ba7d0fcfbe1af7e7d00c.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/4eb/4ebe5680b10b9d766a741baeeca4e9ca.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/b81/b81acdeef8b1e35234ec24f96ccfafc0.jpg;;;
92;ПРЕЗИДЕНТСКИЕ КАДЕТСКИЕ УЧИЛИЩА (ПКУ);92;Y;;;/upload/iblock/949/94962430eda884ab63afb0644e2bc2c0.jpg;<p><strong>Заказчик:</strong> ОOО «АсконСтрой»</p><p><br></p><p> В рамках проекта компанией проведено оснащение учебных корпусов ПКУ в Ставрополе, Краснодаре, Севастополе и Кызыле современным оборудованием — сенсорными интерактивными планшетами, рабочими местами, компьютерами, ноутбуками для каждого учащегося. </p>;html;;"<p>Помимо этого было установлено телевизионное оборудование в жилые комнаты, классы, кабинеты и общественные комнаты, телефонное оборудование (АТС, телефонные аппараты), принтеры, сканеры, серверное оборудование. Во всех ПКУ внедрено ПО управления учебным процессом, с помощью которого обеспечен высокий технологический уровень проведения учебно-воспитательного процесса: электронный дневник, доступ в интернет, локальные сети, виртуальные прогулки по Училищу и пр.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Поставка оборудования</li><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Монтаж интерактивных досок и проекторов</li><li>Поставка оборудования для фотостудии</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Настройка сетевой инфраструктуры, домена, почтового сервера</li><li>Внедрение системы управления учебным процессом LMS Школа</li><li>Настройка телефонной станции</li></ul>
              </div>
          </div>
      </div>";html;;430;;/upload/iblock/274/274f4f488971644e2a1417c06716120d.jpg;12;/upload/iblock/8be/8be4b577cd320440ec459ca1186c6b3f.jpg;;;
93;ЦЕНТР ОБРАБОТКИ ДАННЫХ СЛУЖБЫ БЕЗОПАСНОСТИ ПОЛЕТОВ МИНИСТЕРСТВА ОБОРОНЫ РФ;93;Y;;;/upload/iblock/adc/adc264b515dd3664f0eb4d32ce79ac61.jpg;<p><strong>Заказчик:</strong> Министерство обороны РФ</p><p><br></p><p> В рамках проекта компанией был построен Центр обработки данных и ситуационный центр, предназначенные для мониторинга обстановки военной авиацией, разбора полетов и инцидентов. Компанией осуществлена поставка и установка «тяжелой» техники – ленточной библиотеки, хранилища, серверов. </p>;html;;"<p>Для ситуационного центра построены конференц-залы, оснащенные оборудованием для проведения аудио- и видеоконференций, презентаций и переговоров любых уровней с системой синхронного перевода. Проведены открытая и закрытая телекоммуникационная сеть, а также режимная и городская телефония. В ходе реализации проекта объект оснащен системами СКУД, автоматического пожаротушения, кондиционирования, бесперебойного электропитания. Около 100 рабочих мест оснащены современной компьютерной и периферийной техникой.</p>

<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем управления архивированием и резервным копированием данных</li><li>Автоматизация управления и коллективной работы</li><li>Разграничение доступа к данным, полноценная защита хранимых данных</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем информационной безопаности</li><li>Интеграция информационных систем</li></ul>
              </div>
          </div>
      </div>";html;;460;;;10;/upload/iblock/14f/14f7c278df92e76bd4091c7fd8068dba.jpg;;;
93;ЦЕНТР ОБРАБОТКИ ДАННЫХ СЛУЖБЫ БЕЗОПАСНОСТИ ПОЛЕТОВ МИНИСТЕРСТВА ОБОРОНЫ РФ;93;Y;;;/upload/iblock/adc/adc264b515dd3664f0eb4d32ce79ac61.jpg;<p><strong>Заказчик:</strong> Министерство обороны РФ</p><p><br></p><p> В рамках проекта компанией был построен Центр обработки данных и ситуационный центр, предназначенные для мониторинга обстановки военной авиацией, разбора полетов и инцидентов. Компанией осуществлена поставка и установка «тяжелой» техники – ленточной библиотеки, хранилища, серверов. </p>;html;;"<p>Для ситуационного центра построены конференц-залы, оснащенные оборудованием для проведения аудио- и видеоконференций, презентаций и переговоров любых уровней с системой синхронного перевода. Проведены открытая и закрытая телекоммуникационная сеть, а также режимная и городская телефония. В ходе реализации проекта объект оснащен системами СКУД, автоматического пожаротушения, кондиционирования, бесперебойного электропитания. Около 100 рабочих мест оснащены современной компьютерной и периферийной техникой.</p>

<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем управления архивированием и резервным копированием данных</li><li>Автоматизация управления и коллективной работы</li><li>Разграничение доступа к данным, полноценная защита хранимых данных</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем информационной безопаности</li><li>Интеграция информационных систем</li></ul>
              </div>
          </div>
      </div>";html;;460;;;10;/upload/iblock/309/309a9224a19d4a2796b0e488abf063d2.jpg;;;
93;ЦЕНТР ОБРАБОТКИ ДАННЫХ СЛУЖБЫ БЕЗОПАСНОСТИ ПОЛЕТОВ МИНИСТЕРСТВА ОБОРОНЫ РФ;93;Y;;;/upload/iblock/adc/adc264b515dd3664f0eb4d32ce79ac61.jpg;<p><strong>Заказчик:</strong> Министерство обороны РФ</p><p><br></p><p> В рамках проекта компанией был построен Центр обработки данных и ситуационный центр, предназначенные для мониторинга обстановки военной авиацией, разбора полетов и инцидентов. Компанией осуществлена поставка и установка «тяжелой» техники – ленточной библиотеки, хранилища, серверов. </p>;html;;"<p>Для ситуационного центра построены конференц-залы, оснащенные оборудованием для проведения аудио- и видеоконференций, презентаций и переговоров любых уровней с системой синхронного перевода. Проведены открытая и закрытая телекоммуникационная сеть, а также режимная и городская телефония. В ходе реализации проекта объект оснащен системами СКУД, автоматического пожаротушения, кондиционирования, бесперебойного электропитания. Около 100 рабочих мест оснащены современной компьютерной и периферийной техникой.</p>

<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем управления архивированием и резервным копированием данных</li><li>Автоматизация управления и коллективной работы</li><li>Разграничение доступа к данным, полноценная защита хранимых данных</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем информационной безопаности</li><li>Интеграция информационных систем</li></ul>
              </div>
          </div>
      </div>";html;;460;;;10;/upload/iblock/cc7/cc74b453d2cb03a6b0e925f90575a318.jpg;;;
93;ЦЕНТР ОБРАБОТКИ ДАННЫХ СЛУЖБЫ БЕЗОПАСНОСТИ ПОЛЕТОВ МИНИСТЕРСТВА ОБОРОНЫ РФ;93;Y;;;/upload/iblock/adc/adc264b515dd3664f0eb4d32ce79ac61.jpg;<p><strong>Заказчик:</strong> Министерство обороны РФ</p><p><br></p><p> В рамках проекта компанией был построен Центр обработки данных и ситуационный центр, предназначенные для мониторинга обстановки военной авиацией, разбора полетов и инцидентов. Компанией осуществлена поставка и установка «тяжелой» техники – ленточной библиотеки, хранилища, серверов. </p>;html;;"<p>Для ситуационного центра построены конференц-залы, оснащенные оборудованием для проведения аудио- и видеоконференций, презентаций и переговоров любых уровней с системой синхронного перевода. Проведены открытая и закрытая телекоммуникационная сеть, а также режимная и городская телефония. В ходе реализации проекта объект оснащен системами СКУД, автоматического пожаротушения, кондиционирования, бесперебойного электропитания. Около 100 рабочих мест оснащены современной компьютерной и периферийной техникой.</p>

<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем управления архивированием и резервным копированием данных</li><li>Автоматизация управления и коллективной работы</li><li>Разграничение доступа к данным, полноценная защита хранимых данных</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем информационной безопаности</li><li>Интеграция информационных систем</li></ul>
              </div>
          </div>
      </div>";html;;460;;;10;/upload/iblock/16f/16f5ffca85d1331a4679c4cacabdd159.jpg;;;
93;ЦЕНТР ОБРАБОТКИ ДАННЫХ СЛУЖБЫ БЕЗОПАСНОСТИ ПОЛЕТОВ МИНИСТЕРСТВА ОБОРОНЫ РФ;93;Y;;;/upload/iblock/adc/adc264b515dd3664f0eb4d32ce79ac61.jpg;<p><strong>Заказчик:</strong> Министерство обороны РФ</p><p><br></p><p> В рамках проекта компанией был построен Центр обработки данных и ситуационный центр, предназначенные для мониторинга обстановки военной авиацией, разбора полетов и инцидентов. Компанией осуществлена поставка и установка «тяжелой» техники – ленточной библиотеки, хранилища, серверов. </p>;html;;"<p>Для ситуационного центра построены конференц-залы, оснащенные оборудованием для проведения аудио- и видеоконференций, презентаций и переговоров любых уровней с системой синхронного перевода. Проведены открытая и закрытая телекоммуникационная сеть, а также режимная и городская телефония. В ходе реализации проекта объект оснащен системами СКУД, автоматического пожаротушения, кондиционирования, бесперебойного электропитания. Около 100 рабочих мест оснащены современной компьютерной и периферийной техникой.</p>

<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем управления архивированием и резервным копированием данных</li><li>Автоматизация управления и коллективной работы</li><li>Разграничение доступа к данным, полноценная защита хранимых данных</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Интеграция систем информационной безопаности</li><li>Интеграция информационных систем</li></ul>
              </div>
          </div>
      </div>";html;;460;;;10;/upload/iblock/8dd/8dd044d57e45c256052289949b0fff55.jpg;;;
